,Input,Action,Asset,Start,End
160,Modifica la prenotazione di desk 40 al giorno 28/01/2025 dalle 05:28 alle 14:28,modifica,desk 40,2025-01-28T05:28:24.300Z,2025-01-28T14:28:24.300Z
161,Prenota desk 18 per il giorno 22/01/2025 dalle 13:58 alle 16:58,prenota,desk 18,2025-01-22T13:58:24.300Z,2025-01-22T16:58:24.300Z
162,Prenota sala riunioni per il giorno 24/01/2025 dalle 11:58 alle 21:58,prenota,sala riunioni,2025-01-24T11:58:24.300Z,2025-01-24T21:58:24.300Z
163,Modifica la prenotazione di desk 40 al giorno 16/03/2025 dalle 13:58 alle 21:58,modifica,desk 40,2025-03-16T13:58:24.300Z,2025-03-16T21:58:24.300Z
164,Prenota ufficio A per il giorno 01/04/2025 dalle 04:13 alle 09:13,prenota,ufficio A,2025-04-01T04:13:24.300Z,2025-04-01T09:13:24.300Z
165,Modifica la prenotazione di ufficio B al giorno 07/03/2025 dalle 06:28 alle 16:28,modifica,ufficio B,2025-03-07T06:28:24.300Z,2025-03-07T16:28:24.300Z
166,Prenota ufficio A per il giorno 13/02/2025 dalle 08:58 alle 09:58,prenota,ufficio A,2025-02-13T08:58:24.300Z,2025-02-13T09:58:24.300Z
167,Prenota auditorium per il giorno 30/03/2025 dalle 12:28 alle 17:28,prenota,auditorium,2025-03-30T12:28:24.300Z,2025-03-30T17:28:24.300Z
168,Modifica la prenotazione di sala riunioni al giorno 25/01/2025 dalle 07:13 alle 12:13,modifica,sala riunioni,2025-01-25T07:13:24.300Z,2025-01-25T12:13:24.300Z
169,Prenota ufficio B per il giorno 27/02/2025 dalle 10:13 alle 12:13,prenota,ufficio B,2025-02-27T10:13:24.300Z,2025-02-27T12:13:24.300Z
170,Cancella la prenotazione di sala meeting per il giorno 24/02/2025 dalle 04:58 alle 06:58,cancella,sala meeting,2025-02-24T04:58:24.300Z,2025-02-24T06:58:24.300Z
171,Prenota sala meeting per il giorno 24/02/2025 dalle 11:13 alle 16:13,prenota,sala meeting,2025-02-24T11:13:24.300Z,2025-02-24T16:13:24.300Z
172,Modifica la prenotazione di ufficio A al giorno 14/03/2025 dalle 00:13 alle 02:13,modifica,ufficio A,2025-03-14T00:13:24.300Z,2025-03-14T02:13:24.300Z
173,Cancella la prenotazione di sala meeting per il giorno 13/02/2025 dalle 01:13 alle 10:13,cancella,sala meeting,2025-02-13T01:13:24.300Z,2025-02-13T10:13:24.300Z
174,Prenota desk 18 per il giorno 13/03/2025 dalle 07:13 alle 08:13,prenota,desk 18,2025-03-13T07:13:24.300Z,2025-03-13T08:13:24.300Z
175,Prenota ufficio B per il giorno 18/02/2025 dalle 09:13 alle 17:13,prenota,ufficio B,2025-02-18T09:13:24.300Z,2025-02-18T17:13:24.300Z
176,Prenota auditorium per il giorno 06/02/2025 dalle 07:43 alle 12:43,prenota,auditorium,2025-02-06T07:43:24.300Z,2025-02-06T12:43:24.300Z
177,Cancella la prenotazione di desk 18 per il giorno 06/03/2025 dalle 00:28 alle 10:28,cancella,desk 18,2025-03-06T00:28:24.300Z,2025-03-06T10:28:24.300Z
178,Prenota desk 18 per il giorno 23/01/2025 dalle 03:28 alle 12:28,prenota,desk 18,2025-01-23T03:28:24.300Z,2025-01-23T12:28:24.300Z
179,Cancella la prenotazione di sala riunioni per il giorno 31/01/2025 dalle 12:28 alle 20:28,cancella,sala riunioni,2025-01-31T12:28:24.300Z,2025-01-31T20:28:24.300Z
180,Prenota desk 18 per il giorno 22/01/2025 dalle 06:58 alle 15:58,prenota,desk 18,2025-01-22T06:58:24.300Z,2025-01-22T15:58:24.300Z
181,Modifica la prenotazione di sala meeting al giorno 25/02/2025 dalle 13:13 alle 21:13,modifica,sala meeting,2025-02-25T13:13:24.300Z,2025-02-25T21:13:24.300Z
182,Prenota ufficio A per il giorno 14/03/2025 dalle 02:13 alle 06:13,prenota,ufficio A,2025-03-14T02:13:24.300Z,2025-03-14T06:13:24.300Z
183,Modifica la prenotazione di ufficio B al giorno 20/01/2025 dalle 12:28 alle 17:28,modifica,ufficio B,2025-01-20T12:28:24.300Z,2025-01-20T17:28:24.300Z
184,Cancella la prenotazione di sala meeting per il giorno 08/03/2025 dalle 03:28 alle 08:28,cancella,sala meeting,2025-03-08T03:28:24.300Z,2025-03-08T08:28:24.300Z
185,Modifica la prenotazione di sala meeting al giorno 19/03/2025 dalle 09:13 alle 12:13,modifica,sala meeting,2025-03-19T09:13:24.300Z,2025-03-19T12:13:24.300Z
186,Cancella la prenotazione di ufficio B per il giorno 05/03/2025 dalle 04:58 alle 13:58,cancella,ufficio B,2025-03-05T04:58:24.300Z,2025-03-05T13:58:24.300Z
187,Modifica la prenotazione di ufficio A al giorno 02/03/2025 dalle 13:58 alle 17:58,modifica,ufficio A,2025-03-02T13:58:24.300Z,2025-03-02T17:58:24.300Z
188,Modifica la prenotazione di auditorium al giorno 17/03/2025 dalle 05:43 alle 12:43,modifica,auditorium,2025-03-17T05:43:24.300Z,2025-03-17T12:43:24.300Z
189,Prenota sala meeting per il giorno 04/03/2025 dalle 11:13 alle 18:13,prenota,sala meeting,2025-03-04T11:13:24.300Z,2025-03-04T18:13:24.300Z
190,Modifica la prenotazione di desk 40 al giorno 27/03/2025 dalle 02:13 alle 03:13,modifica,desk 40,2025-03-27T02:13:24.300Z,2025-03-27T03:13:24.300Z
191,Prenota ufficio B per il giorno 19/03/2025 dalle 04:28 alle 12:28,prenota,ufficio B,2025-03-19T04:28:24.300Z,2025-03-19T12:28:24.300Z
192,Prenota ufficio B per il giorno 01/03/2025 dalle 23:43 alle 06:43,prenota,ufficio B,2025-03-01T23:43:24.300Z,2025-03-02T06:43:24.300Z
193,Modifica la prenotazione di auditorium al giorno 12/01/2025 dalle 06:58 alle 12:58,modifica,auditorium,2025-01-12T06:58:24.300Z,2025-01-12T12:58:24.300Z
194,Modifica la prenotazione di desk 18 al giorno 22/02/2025 dalle 09:28 alle 15:28,modifica,desk 18,2025-02-22T09:28:24.300Z,2025-02-22T15:28:24.300Z
195,Modifica la prenotazione di desk 40 al giorno 12/03/2025 dalle 05:58 alle 13:58,modifica,desk 40,2025-03-12T05:58:24.300Z,2025-03-12T13:58:24.300Z
196,Modifica la prenotazione di sala riunioni al giorno 23/03/2025 dalle 00:43 alle 05:43,modifica,sala riunioni,2025-03-23T00:43:24.300Z,2025-03-23T05:43:24.300Z
197,Prenota desk 18 per il giorno 14/01/2025 dalle 05:28 alle 07:28,prenota,desk 18,2025-01-14T05:28:24.300Z,2025-01-14T07:28:24.300Z
198,Cancella la prenotazione di auditorium per il giorno 01/04/2025 dalle 03:28 alle 04:28,cancella,auditorium,2025-04-01T03:28:24.300Z,2025-04-01T04:28:24.300Z
199,Cancella la prenotazione di desk 40 per il giorno 10/01/2025 dalle 03:58 alle 09:58,cancella,desk 40,2025-01-10T03:58:24.300Z,2025-01-10T09:58:24.300Z
200,Cancella la prenotazione di auditorium per il giorno 03/02/2025 dalle 08:13 alle 18:13,cancella,auditorium,2025-02-03T08:13:24.300Z,2025-02-03T18:13:24.300Z
201,Modifica la prenotazione di desk 40 al giorno 26/01/2025 dalle 01:43 alle 03:43,modifica,desk 40,2025-01-26T01:43:24.300Z,2025-01-26T03:43:24.300Z
202,Modifica la prenotazione di desk 40 al giorno 20/02/2025 dalle 08:43 alle 16:43,modifica,desk 40,2025-02-20T08:43:24.300Z,2025-02-20T16:43:24.300Z
203,Modifica la prenotazione di auditorium al giorno 01/02/2025 dalle 06:58 alle 14:58,modifica,auditorium,2025-02-01T06:58:24.300Z,2025-02-01T14:58:24.300Z
204,Cancella la prenotazione di desk 18 per il giorno 04/01/2025 dalle 14:13 alle 19:13,cancella,desk 18,2025-01-04T14:13:24.300Z,2025-01-04T19:13:24.300Z
205,Modifica la prenotazione di ufficio B al giorno 23/01/2025 dalle 01:13 alle 07:13,modifica,ufficio B,2025-01-23T01:13:24.300Z,2025-01-23T07:13:24.300Z
206,Modifica la prenotazione di sala meeting al giorno 25/03/2025 dalle 05:58 alle 13:58,modifica,sala meeting,2025-03-25T05:58:24.300Z,2025-03-25T13:58:24.300Z
207,Cancella la prenotazione di auditorium per il giorno 21/02/2025 dalle 13:13 alle 15:13,cancella,auditorium,2025-02-21T13:13:24.300Z,2025-02-21T15:13:24.300Z
208,Prenota ufficio A per il giorno 17/03/2025 dalle 04:58 alle 09:58,prenota,ufficio A,2025-03-17T04:58:24.300Z,2025-03-17T09:58:24.300Z
209,Prenota desk 40 per il giorno 28/03/2025 dalle 05:58 alle 06:58,prenota,desk 40,2025-03-28T05:58:24.300Z,2025-03-28T06:58:24.300Z
210,Modifica la prenotazione di desk 40 al giorno 31/03/2025 dalle 11:28 alle 21:28,modifica,desk 40,2025-03-31T11:28:24.300Z,2025-03-31T21:28:24.300Z
211,Modifica la prenotazione di ufficio A al giorno 08/02/2025 dalle 11:43 alle 21:43,modifica,ufficio A,2025-02-08T11:43:24.300Z,2025-02-08T21:43:24.300Z
212,Cancella la prenotazione di auditorium per il giorno 25/03/2025 dalle 02:58 alle 05:58,cancella,auditorium,2025-03-25T02:58:24.300Z,2025-03-25T05:58:24.300Z
213,Modifica la prenotazione di sala riunioni al giorno 24/03/2025 dalle 09:28 alle 14:28,modifica,sala riunioni,2025-03-24T09:28:24.300Z,2025-03-24T14:28:24.300Z
214,Cancella la prenotazione di sala riunioni per il giorno 18/03/2025 dalle 04:43 alle 06:43,cancella,sala riunioni,2025-03-18T04:43:24.300Z,2025-03-18T06:43:24.300Z
215,Cancella la prenotazione di sala meeting per il giorno 25/02/2025 dalle 01:43 alle 04:43,cancella,sala meeting,2025-02-25T01:43:24.300Z,2025-02-25T04:43:24.300Z
216,Modifica la prenotazione di sala meeting al giorno 11/03/2025 dalle 07:58 alle 10:58,modifica,sala meeting,2025-03-11T07:58:24.300Z,2025-03-11T10:58:24.300Z
217,Cancella la prenotazione di desk 40 per il giorno 05/03/2025 dalle 11:58 alle 17:58,cancella,desk 40,2025-03-05T11:58:24.300Z,2025-03-05T17:58:24.300Z
218,Prenota ufficio A per il giorno 12/01/2025 dalle 01:43 alle 08:43,prenota,ufficio A,2025-01-12T01:43:24.300Z,2025-01-12T08:43:24.300Z
219,Modifica la prenotazione di sala meeting al giorno 14/01/2025 dalle 12:13 alle 13:13,modifica,sala meeting,2025-01-14T12:13:24.300Z,2025-01-14T13:13:24.300Z
220,Cancella la prenotazione di ufficio B per il giorno 18/01/2025 dalle 06:58 alle 11:58,cancella,ufficio B,2025-01-18T06:58:24.300Z,2025-01-18T11:58:24.300Z
221,Modifica la prenotazione di ufficio A al giorno 25/03/2025 dalle 04:28 alle 08:28,modifica,ufficio A,2025-03-25T04:28:24.300Z,2025-03-25T08:28:24.300Z
222,Cancella la prenotazione di sala riunioni per il giorno 23/03/2025 dalle 13:58 alle 23:58,cancella,sala riunioni,2025-03-23T13:58:24.300Z,2025-03-23T23:58:24.300Z
223,Prenota desk 18 per il giorno 11/01/2025 dalle 10:13 alle 15:13,prenota,desk 18,2025-01-11T10:13:24.300Z,2025-01-11T15:13:24.300Z
224,Modifica la prenotazione di ufficio A al giorno 17/01/2025 dalle 01:28 alle 02:28,modifica,ufficio A,2025-01-17T01:28:24.300Z,2025-01-17T02:28:24.300Z
225,Cancella la prenotazione di ufficio A per il giorno 17/01/2025 dalle 00:43 alle 09:43,cancella,ufficio A,2025-01-17T00:43:24.300Z,2025-01-17T09:43:24.300Z
226,Prenota ufficio A per il giorno 02/03/2025 dalle 05:13 alle 15:13,prenota,ufficio A,2025-03-02T05:13:24.300Z,2025-03-02T15:13:24.300Z
227,Modifica la prenotazione di desk 18 al giorno 22/01/2025 dalle 14:13 alle 16:13,modifica,desk 18,2025-01-22T14:13:24.300Z,2025-01-22T16:13:24.300Z
228,Cancella la prenotazione di ufficio B per il giorno 24/02/2025 dalle 03:28 alle 09:28,cancella,ufficio B,2025-02-24T03:28:24.300Z,2025-02-24T09:28:24.300Z
229,Prenota ufficio A per il giorno 28/02/2025 dalle 02:58 alle 04:58,prenota,ufficio A,2025-02-28T02:58:24.300Z,2025-02-28T04:58:24.300Z
230,Modifica la prenotazione di sala meeting al giorno 13/03/2025 dalle 13:58 alle 14:58,modifica,sala meeting,2025-03-13T13:58:24.300Z,2025-03-13T14:58:24.300Z
231,Cancella la prenotazione di sala meeting per il giorno 27/01/2025 dalle 01:13 alle 03:13,cancella,sala meeting,2025-01-27T01:13:24.300Z,2025-01-27T03:13:24.300Z
232,Modifica la prenotazione di auditorium al giorno 26/03/2025 dalle 09:28 alle 10:28,modifica,auditorium,2025-03-26T09:28:24.300Z,2025-03-26T10:28:24.300Z
233,Cancella la prenotazione di auditorium per il giorno 19/01/2025 dalle 11:43 alle 13:43,cancella,auditorium,2025-01-19T11:43:24.300Z,2025-01-19T13:43:24.300Z
234,Modifica la prenotazione di auditorium al giorno 19/03/2025 dalle 02:43 alle 08:43,modifica,auditorium,2025-03-19T02:43:24.300Z,2025-03-19T08:43:24.300Z
235,Prenota desk 40 per il giorno 19/03/2025 dalle 23:58 alle 02:58,prenota,desk 40,2025-03-19T23:58:24.300Z,2025-03-20T02:58:24.300Z
236,Prenota ufficio B per il giorno 04/02/2025 dalle 11:43 alle 13:43,prenota,ufficio B,2025-02-04T11:43:24.300Z,2025-02-04T13:43:24.300Z
237,Modifica la prenotazione di desk 40 al giorno 06/01/2025 dalle 01:28 alle 07:28,modifica,desk 40,2025-01-06T01:28:24.300Z,2025-01-06T07:28:24.300Z
238,Prenota ufficio B per il giorno 12/02/2025 dalle 23:43 alle 04:43,prenota,ufficio B,2025-02-12T23:43:24.300Z,2025-02-13T04:43:24.300Z
239,Prenota auditorium per il giorno 25/02/2025 dalle 07:28 alle 09:28,prenota,auditorium,2025-02-25T07:28:24.300Z,2025-02-25T09:28:24.300Z
240,Cancella la prenotazione di ufficio A per il giorno 18/02/2025 dalle 07:28 alle 15:28,cancella,ufficio A,2025-02-18T07:28:24.300Z,2025-02-18T15:28:24.300Z
241,Modifica la prenotazione di auditorium al giorno 21/03/2025 dalle 23:58 alle 07:58,modifica,auditorium,2025-03-21T23:58:24.300Z,2025-03-22T07:58:24.300Z
242,Modifica la prenotazione di sala riunioni al giorno 10/01/2025 dalle 07:13 alle 14:13,modifica,sala riunioni,2025-01-10T07:13:24.300Z,2025-01-10T14:13:24.300Z
243,Modifica la prenotazione di sala riunioni al giorno 06/03/2025 dalle 11:13 alle 13:13,modifica,sala riunioni,2025-03-06T11:13:24.300Z,2025-03-06T13:13:24.300Z
244,Prenota sala meeting per il giorno 21/03/2025 dalle 01:28 alle 04:28,prenota,sala meeting,2025-03-21T01:28:24.300Z,2025-03-21T04:28:24.300Z
245,Cancella la prenotazione di ufficio B per il giorno 25/03/2025 dalle 08:58 alle 15:58,cancella,ufficio B,2025-03-25T08:58:24.300Z,2025-03-25T15:58:24.300Z
246,Modifica la prenotazione di ufficio B al giorno 09/02/2025 dalle 07:13 alle 09:13,modifica,ufficio B,2025-02-09T07:13:24.300Z,2025-02-09T09:13:24.300Z
247,Modifica la prenotazione di sala riunioni al giorno 27/03/2025 dalle 09:43 alle 16:43,modifica,sala riunioni,2025-03-27T09:43:24.300Z,2025-03-27T16:43:24.300Z
248,Cancella la prenotazione di auditorium per il giorno 24/02/2025 dalle 05:13 alle 12:13,cancella,auditorium,2025-02-24T05:13:24.300Z,2025-02-24T12:13:24.300Z
249,Cancella la prenotazione di desk 18 per il giorno 15/01/2025 dalle 05:13 alle 11:13,cancella,desk 18,2025-01-15T05:13:24.300Z,2025-01-15T11:13:24.300Z
250,Modifica la prenotazione di sala meeting al giorno 19/02/2025 dalle 02:13 alle 04:13,modifica,sala meeting,2025-02-19T02:13:24.300Z,2025-02-19T04:13:24.300Z
251,Prenota desk 40 per il giorno 13/01/2025 dalle 01:13 alle 03:13,prenota,desk 40,2025-01-13T01:13:24.300Z,2025-01-13T03:13:24.300Z
252,Modifica la prenotazione di desk 18 al giorno 19/02/2025 dalle 11:43 alle 20:43,modifica,desk 18,2025-02-19T11:43:24.300Z,2025-02-19T20:43:24.300Z
253,Prenota ufficio B per il giorno 15/03/2025 dalle 07:58 alle 09:58,prenota,ufficio B,2025-03-15T07:58:24.300Z,2025-03-15T09:58:24.300Z
254,Cancella la prenotazione di sala meeting per il giorno 29/03/2025 dalle 12:13 alle 13:13,cancella,sala meeting,2025-03-29T12:13:24.300Z,2025-03-29T13:13:24.300Z
255,Cancella la prenotazione di ufficio B per il giorno 11/02/2025 dalle 04:28 alle 14:28,cancella,ufficio B,2025-02-11T04:28:24.300Z,2025-02-11T14:28:24.300Z
256,Modifica la prenotazione di auditorium al giorno 22/01/2025 dalle 10:13 alle 14:13,modifica,auditorium,2025-01-22T10:13:24.300Z,2025-01-22T14:13:24.300Z
257,Prenota sala meeting per il giorno 15/03/2025 dalle 04:28 alle 09:28,prenota,sala meeting,2025-03-15T04:28:24.300Z,2025-03-15T09:28:24.300Z
258,Modifica la prenotazione di auditorium al giorno 26/02/2025 dalle 12:28 alle 22:28,modifica,auditorium,2025-02-26T12:28:24.300Z,2025-02-26T22:28:24.300Z
259,Modifica la prenotazione di desk 40 al giorno 01/04/2025 dalle 03:28 alle 06:28,modifica,desk 40,2025-04-01T03:28:24.300Z,2025-04-01T06:28:24.300Z
260,Cancella la prenotazione di desk 18 per il giorno 11/02/2025 dalle 13:58 alle 19:58,cancella,desk 18,2025-02-11T13:58:24.300Z,2025-02-11T19:58:24.300Z
261,Prenota auditorium per il giorno 21/01/2025 dalle 09:13 alle 11:13,prenota,auditorium,2025-01-21T09:13:24.300Z,2025-01-21T11:13:24.300Z
262,Prenota desk 18 per il giorno 24/03/2025 dalle 23:28 alle 08:28,prenota,desk 18,2025-03-24T23:28:24.300Z,2025-03-25T08:28:24.300Z
263,Prenota ufficio A per il giorno 25/02/2025 dalle 06:58 alle 09:58,prenota,ufficio A,2025-02-25T06:58:24.300Z,2025-02-25T09:58:24.300Z
264,Cancella la prenotazione di sala meeting per il giorno 13/02/2025 dalle 11:28 alle 12:28,cancella,sala meeting,2025-02-13T11:28:24.300Z,2025-02-13T12:28:24.300Z
265,Prenota auditorium per il giorno 22/03/2025 dalle 23:28 alle 04:28,prenota,auditorium,2025-03-22T23:28:24.300Z,2025-03-23T04:28:24.300Z
266,Cancella la prenotazione di desk 18 per il giorno 26/02/2025 dalle 07:13 alle 14:13,cancella,desk 18,2025-02-26T07:13:24.300Z,2025-02-26T14:13:24.300Z
267,Cancella la prenotazione di auditorium per il giorno 09/03/2025 dalle 00:58 alle 07:58,cancella,auditorium,2025-03-09T00:58:24.300Z,2025-03-09T07:58:24.300Z
268,Prenota sala meeting per il giorno 30/03/2025 dalle 10:13 alle 19:13,prenota,sala meeting,2025-03-30T10:13:24.300Z,2025-03-30T19:13:24.300Z
269,Modifica la prenotazione di sala meeting al giorno 08/01/2025 dalle 03:13 alle 13:13,modifica,sala meeting,2025-01-08T03:13:24.300Z,2025-01-08T13:13:24.300Z
270,Prenota sala riunioni per il giorno 29/01/2025 dalle 03:43 alle 06:43,prenota,sala riunioni,2025-01-29T03:43:24.300Z,2025-01-29T06:43:24.300Z
271,Cancella la prenotazione di sala meeting per il giorno 13/02/2025 dalle 00:28 alle 08:28,cancella,sala meeting,2025-02-13T00:28:24.300Z,2025-02-13T08:28:24.300Z
272,Modifica la prenotazione di ufficio A al giorno 25/01/2025 dalle 02:13 alle 11:13,modifica,ufficio A,2025-01-25T02:13:24.300Z,2025-01-25T11:13:24.300Z
273,Modifica la prenotazione di auditorium al giorno 08/03/2025 dalle 07:58 alle 09:58,modifica,auditorium,2025-03-08T07:58:24.300Z,2025-03-08T09:58:24.300Z
274,Cancella la prenotazione di desk 40 per il giorno 08/01/2025 dalle 05:28 alle 13:28,cancella,desk 40,2025-01-08T05:28:24.300Z,2025-01-08T13:28:24.300Z
275,Prenota desk 40 per il giorno 12/02/2025 dalle 09:13 alle 19:13,prenota,desk 40,2025-02-12T09:13:24.300Z,2025-02-12T19:13:24.300Z
276,Cancella la prenotazione di desk 18 per il giorno 25/03/2025 dalle 05:58 alle 07:58,cancella,desk 18,2025-03-25T05:58:24.300Z,2025-03-25T07:58:24.300Z
277,Cancella la prenotazione di sala riunioni per il giorno 13/02/2025 dalle 02:13 alle 08:13,cancella,sala riunioni,2025-02-13T02:13:24.300Z,2025-02-13T08:13:24.300Z
278,Prenota ufficio A per il giorno 16/01/2025 dalle 03:13 alle 13:13,prenota,ufficio A,2025-01-16T03:13:24.300Z,2025-01-16T13:13:24.300Z
279,Cancella la prenotazione di ufficio B per il giorno 13/01/2025 dalle 05:58 alle 11:58,cancella,ufficio B,2025-01-13T05:58:24.300Z,2025-01-13T11:58:24.300Z
280,Prenota sala meeting per il giorno 24/01/2025 dalle 00:28 alle 09:28,prenota,sala meeting,2025-01-24T00:28:24.300Z,2025-01-24T09:28:24.300Z
281,Modifica la prenotazione di auditorium al giorno 16/02/2025 dalle 04:43 alle 08:43,modifica,auditorium,2025-02-16T04:43:24.300Z,2025-02-16T08:43:24.300Z
282,Prenota auditorium per il giorno 04/02/2025 dalle 02:43 alle 12:43,prenota,auditorium,2025-02-04T02:43:24.300Z,2025-02-04T12:43:24.300Z
283,Prenota desk 40 per il giorno 27/03/2025 dalle 00:43 alle 08:43,prenota,desk 40,2025-03-27T00:43:24.300Z,2025-03-27T08:43:24.300Z
284,Cancella la prenotazione di desk 40 per il giorno 16/03/2025 dalle 12:13 alle 22:13,cancella,desk 40,2025-03-16T12:13:24.300Z,2025-03-16T22:13:24.300Z
285,Modifica la prenotazione di desk 18 al giorno 23/03/2025 dalle 04:58 alle 07:58,modifica,desk 18,2025-03-23T04:58:24.300Z,2025-03-23T07:58:24.300Z
286,Cancella la prenotazione di sala riunioni per il giorno 04/03/2025 dalle 06:58 alle 11:58,cancella,sala riunioni,2025-03-04T06:58:24.300Z,2025-03-04T11:58:24.300Z
287,Modifica la prenotazione di sala riunioni al giorno 17/02/2025 dalle 07:28 alle 12:28,modifica,sala riunioni,2025-02-17T07:28:24.300Z,2025-02-17T12:28:24.300Z
288,Cancella la prenotazione di ufficio A per il giorno 06/01/2025 dalle 23:58 alle 04:58,cancella,ufficio A,2025-01-06T23:58:24.300Z,2025-01-07T04:58:24.300Z
289,Prenota desk 18 per il giorno 14/01/2025 dalle 09:13 alle 17:13,prenota,desk 18,2025-01-14T09:13:24.300Z,2025-01-14T17:13:24.300Z
290,Modifica la prenotazione di ufficio B al giorno 08/01/2025 dalle 06:43 alle 12:43,modifica,ufficio B,2025-01-08T06:43:24.300Z,2025-01-08T12:43:24.300Z
291,Modifica la prenotazione di ufficio A al giorno 08/03/2025 dalle 01:28 alle 09:28,modifica,ufficio A,2025-03-08T01:28:24.300Z,2025-03-08T09:28:24.300Z
292,Prenota desk 40 per il giorno 15/02/2025 dalle 10:28 alle 19:28,prenota,desk 40,2025-02-15T10:28:24.300Z,2025-02-15T19:28:24.300Z
293,Modifica la prenotazione di auditorium al giorno 08/01/2025 dalle 03:13 alle 11:13,modifica,auditorium,2025-01-08T03:13:24.300Z,2025-01-08T11:13:24.300Z
294,Modifica la prenotazione di ufficio B al giorno 22/03/2025 dalle 01:58 alle 07:58,modifica,ufficio B,2025-03-22T01:58:24.300Z,2025-03-22T07:58:24.300Z
295,Cancella la prenotazione di ufficio A per il giorno 24/02/2025 dalle 11:58 alle 21:58,cancella,ufficio A,2025-02-24T11:58:24.300Z,2025-02-24T21:58:24.300Z
296,Prenota desk 40 per il giorno 24/03/2025 dalle 09:58 alle 11:58,prenota,desk 40,2025-03-24T09:58:24.300Z,2025-03-24T11:58:24.300Z
297,Cancella la prenotazione di sala riunioni per il giorno 15/03/2025 dalle 10:13 alle 15:13,cancella,sala riunioni,2025-03-15T10:13:24.300Z,2025-03-15T15:13:24.300Z
